user_id,session_id,subscription_type,user_journey
281132,219721-576280-577664-2758825-2859719-3033130-3232607-3239682-4717689-4733420-4733441,Annual,Homepage-Career track certificate-Sign up-Homepage-Career track certificate-Pricing-Career track certificate-Upcoming courses-Career tracks-Homepage-Sign up-Coupon-Homepage-Career track certificate-Pricing-Courses-Career tracks-Pricing-Checkout-Pricing-Other-Homepage-Pricing-Career track certificate-Resources center-Other-Pricing-Career tracks-Career track certificate-Other-Coupon
282606,328432-4836466,Annual,Homepage-Career track certificate-Sign up-Coupon
282927,357519-357525-373800-2830514-2830583-3037573-3296846,Annual,Courses-Log in-Sign up-Log in-Checkout-Coupon-Sign up-Log in-Courses-Sign up-Log in
282998,362611-403377-434865-3200335-3670505-3670522,Annual,Homepage-Career tracks-Homepage-Career tracks-Courses-Homepage-Resources center-Other-Courses-Career tracks-Courses-Career track certificate-Sign up-Log in-Checkout
283073,366178-3240907-3257169,Monthly,Other-Homepage-Sign up-Log in-Homepage-Sign up-Log in
284423,387387-387393-418096-433632-461383-3179877-3615525,Annual,Courses-Career track certificate-Courses-Sign up-Coupon-Homepage-Pricing-Coupon
284947,454780-462872-3580585-3606060,Annual,Other-Career tracks-Sign up-Other-Sign up-Log in-Resources center-Course certificate-Coupon
285057,458695-458700-458709-1256106-1256200-2438590-2462503-2479696-2500262-2501133-2505287-2512176-2547850-2557618-2577503-3366920-3367079-3590283-3645187-3746638-3833607-4171884-4205711-4234105-4300646-4304697-4520474-4526161-4684309-4738491-4740709-4740722-4740867,Annual,Homepage-Course certificate-Courses-Career tracks-Courses-Log in-Homepage-Log in-Courses-Log in-Homepage-Pricing-Checkout-Log in-Homepage-Pricing-Log in-Homepage-Pricing-Homepage-Pricing-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout
285400,472128-807459-1207459-3318354-3434157-4835240-4837903-4838509,Annual,Other-Homepage-Resources center-Homepage-Resources center-Other-Log in-Homepage-Pricing-Resources center-Homepage-Pricing-Resources center-Log in-Coupon-Checkout
286605,494829-494844-824882-1462027-4485840-4501257-4502058-4502086-4502151-4502209-4503303-4527059-4527213-4527286-4527839-4571926-4572841-4595260-4595313-4637430-4689838-4690512-4690557-4690602-4690611-4691752-4692074-4692166-4692305-4692801-4693468-4694272-4694953-4709304-4711798,Annual,Homepage-Sign up-Other-Sign up-Other-Log in-Courses-Log in-Courses-Career tracks-Other-Career track certificate-Other-Resources center-Other-Coupon-Resources center-Other-Coupon-Other-Sign up-Resources center-Other-Resources center-Homepage-Log in-Coupon-Log in-Other-Coupon-Homepage-Career tracks-Coupon
286986,505655-507071-3428596-3428600-3440665-3589933-3589963-3589984,Annual,Pricing-Courses-Sign up-Courses-Pricing-Sign up-Pricing-Sign up-Homepage-Sign up-Log in-Checkout-Log in-Checkout
287136,513750-4085969-4132470-4132483-4132486,Monthly,Pricing-Sign up-Log in-Sign up-Homepage-Log in-Checkout
287530,531768-538697-840282-844713-844721-4083134-4094046-4229140-4242989-4253288-4601487-4825397-4843307-4843382-4843460-4843473,Monthly,Career tracks-Courses-Career tracks-Sign up-Homepage-Career tracks-Homepage-Courses-Career tracks-Log in-Career tracks-Courses-Homepage-Pricing-Homepage-Career tracks-Courses-Homepage-Career tracks-Courses-Sign up-Homepage-Career tracks-Courses-Career tracks-Courses-Sign up-Homepage-Log in-Homepage-Log in-Homepage-Career tracks-Homepage-Resources center-Homepage-Resources center-Homepage-Resources center-Other-Homepage-Log in-Checkout
288416,577388-577392-577401-3370704-3382805-3382806-3394931-3552449,Monthly,Homepage-Pricing-Courses-Career tracks-Sign up-Pricing-Sign up-Homepage-Pricing-Homepage-Career tracks-Homepage-Career tracks-Courses-Homepage-Career tracks-Sign up-Career tracks-Checkout
289110,617738-626396-626401-631488-664321-3486592-3509029-3509131,Quarterly,Other-Homepage-Career tracks-Sign up-Log in-Checkout
289169,620383-3615794,Annual,Homepage-Pricing-Sign up-Coupon
289171,620493-4698762-4836510,Annual,Other-Coupon-Homepage-Sign up-Coupon
289359,598803-629371-634344-643092-992698-3781655-3791477-3791488-3791733,Monthly,Homepage-Other-Homepage-Pricing-Homepage-Sign up-Homepage-Log in-Homepage-Pricing-Course certificate-Pricing-Course certificate-Career track certificate-Homepage-Pricing-Career track certificate-Career tracks-Log in-Checkout
289370,203958-629920-3249941-3322767-3323825-3323951-3324078-3324082-3331697-3331699-3332089-3332135-3332161-3332853-3332856-3344433-3344437-3352881-3353163-3368513-3379324-3388891-3403635-3403992-3449547-3468353-3557099-3557106,Monthly,Homepage-Sign up-Other-Pricing-Courses-Log in-Other-Sign up-Homepage-Courses-Log in-Homepage-Log in-Checkout-Log in-Sign up-Log in-Checkout-Log in-Sign up-Log in-Checkout-Log in-Checkout-Log in-Checkout-Log in-Checkout-Log in-Homepage-Sign up-Log in-Checkout
289379,630266-642930-642934-984186-1629877-2510521-2625448-3114408-3428643-3428646-3441103,Quarterly,Other-Log in-Homepage-Courses-Homepage-Courses-Sign up-Log in-Checkout
289748,649854-650517-712042-716462-775111-775113-775117-775118-3931679-4034456-4035194-4036554-4100690-4100700-4101477-4101486-4101538-4101945-4101951,Annual,Homepage-Pricing-Checkout-Pricing-Career tracks-Sign up-Career track certificate-Homepage-Career tracks-Courses-Log in-Coupon-Checkout-Coupon-Checkout-Coupon-Checkout
289842,655666-655667-4696564-4808214-4808308-4808344-4845090-4845105,Annual,Courses-Sign up-Log in-Sign up-Coupon-Other-Homepage-Career track certificate-Coupon-Homepage-Sign up-Log in-Coupon
289919,661723-1510444-1512352-1512676-2261991-2274505-2356903-2403981-2504862-2506805-3206997-3208226-3231825-4158289-4179916,Monthly,Other-Log in-Resources center-Pricing-Log in-Checkout
289988,469589-469599-665169-665190-790285-4168450-4168542-4186399-4277977-4278072-4278434,Monthly,Courses-Other-Courses-Log in-Courses-Pricing-Courses-Log in-Homepage-Career tracks-Courses-Sign up-Log in-Homepage-Log in-Checkout
290258,678097-678374-682704-684985-3514645-3515418-3515835-3515877,Monthly,Other-Pricing-Career track certificate-Course certificate-Career track certificate-Sign up-Career track certificate-Sign up-Courses-Homepage-Log in-Other-Resources center-Success stories-Checkout-Coupon
290289,3911978-3912041,Monthly,Homepage-Log in-Other-Sign up-Log in-Checkout
290527,694892-3644462-3654059,Annual,Other-Log in-Checkout
291012,681847-720467-721178-755704-902040-999448-1057162-1858189-1940228-1997080-2118521-2245895-2293946-2346874-2402748-2440703-2786148-3003315-3422939-3423299-3963914-4029949-4134824-4264028-4264187,Monthly,Other-Career tracks-Courses-Sign up-Homepage-Career tracks-Sign up-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Courses-Log in-Checkout-Homepage-Pricing-Log in-Homepage-Career tracks-Homepage-Log in-Homepage-Log in-Other-Log in-Checkout
291100,725567-825950-826301-935790-1021148-1056680-2268331-3678937-3923597,Monthly,Checkout-Homepage-Log in-Other-Homepage-Log in-Homepage-Log in
291598,765673-766033-796970-2693316-2923244-3032705-3274493-3336895-3571854-3603326,Annual,Homepage-Career tracks-Sign up-Homepage-Log in-Homepage-Pricing-Homepage-Pricing-Homepage-Log in-Homepage-Pricing-Homepage-Log in-Coupon
291921,684080-787046-3393795-3505423-3551941-3551966-3551971-3613769-3630101-3642056-3669361-3673249-3673520-3680673-3681179-3681197,Annual,Homepage-Career track certificate-Pricing-Checkout-Homepage-Pricing-Log in-Sign up-Homepage-Pricing-Checkout-Career track certificate-Career tracks-Sign up-Career track certificate-Sign up-Career track certificate-Career tracks-Sign up-Career tracks-Homepage-Career track certificate-Course certificate-Upcoming courses-Course certificate-Career track certificate-Career tracks-Courses-Career tracks-Career track certificate-Pricing-Career track certificate-Career tracks-Log in-Homepage-Pricing-Homepage-Pricing-Checkout-Pricing-Homepage-Pricing-Career tracks-Pricing-Career tracks-Career track certificate-Sign up-Career track certificate-Log in-Checkout
292469,718206-718207-735501-827831-827861-827875-827876-827879-827880-827882-827886-827888-828993-1981475-3611949-3611961-3694753-4743708-4743729,Annual,Pricing-Checkout-Homepage-Career tracks-Sign up-Career tracks-Homepage-Career tracks-Homepage-Courses-Career tracks-Courses-Sign up-Courses-Pricing-Courses-Pricing-Career tracks-Pricing-Career tracks-Pricing-Checkout-Homepage-Log in-Checkout-Log in-Homepage-Log in-Checkout
292620,841494-1765877-1765897-3321766-3394652-3586501,Annual,Homepage-Career track certificate-Log in-Homepage-Log in-Homepage-Career track certificate-Homepage-Career track certificate-Sign up-Checkout
292886,864127-4797720-4797875,Annual,Homepage-Sign up-Courses-Sign up-Checkout
293325,887805-3691330-3691371-3691437,Annual,Coupon-Other-Course certificate-Career track certificate-Career tracks-Courses-Coupon-Checkout
293572,901146-901288-3615322-3615399,Annual,Other-Log in-Coupon
293945,871781-919160-919171-919208-993085-2637995-3216449-3581482,Annual,Homepage-Pricing-Upcoming courses-Career tracks-Sign up-Career tracks-Homepage-Pricing-Checkout-Coupon-Homepage-Sign up-Career tracks-Resources center-Other-Coupon
294116,927479-4164489-4164498,Monthly,Homepage-Pricing-Homepage-Pricing-Homepage-Courses-Career tracks-Courses-Career tracks-Pricing-Checkout
294736,966171-966205-966208-966250-966254-969974-996462-996471-996472-1538825-3326442-3326446-3378447-3378549-3508773-3508794-3518578-3527435-3527441,Annual,Other-Career tracks-Pricing-Career tracks-Resources center-Course certificate-Success stories-Career track certificate-Pricing-Success stories-Courses-Homepage-Career tracks-Courses-Log in-Homepage-Career tracks-Resources center-Career track certificate-Career tracks-Homepage-Pricing-Courses-Homepage-Career tracks-Courses-Homepage-Career track certificate-Pricing-Career tracks-Resources center-Other-Resources center-Log in-Homepage-Sign up-Log in-Checkout-Homepage-Log in-Homepage-Sign up-Log in-Checkout
295049,984741-2970799-2970819-3624080-3638901-3639145-3639844-3640311-3640332-3640339-3640343-3640355,Annual,Career track certificate-Sign up-Homepage-Career track certificate-Career tracks-Courses-Career tracks-Courses-Pricing-Homepage-Other-Homepage-Other-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Courses-Homepage-Courses-Other-Career track certificate-Career tracks-Career track certificate-Career tracks-Sign up-Career tracks-Courses-Coupon-Homepage-Log in-Other-Log in-Checkout
295174,579884-580286-865951-866172-994512-1050940-1050946-2526930-2961840-3337200-3338525-3540930-3542711,Monthly,Homepage-Pricing-Career track certificate-Course certificate-Career track certificate-Career tracks-Career track certificate-Career tracks-Homepage-Courses-Career track certificate-Career tracks-Pricing-Sign up-Log in-Sign up-Homepage-Courses-Career track certificate-Sign up-Homepage-Log in-Homepage-Log in-Homepage-Pricing-Checkout-Homepage-Career tracks-Courses-Log in-Homepage-Course certificate-Homepage-Course certificate-Log in-Checkout
295176,994582-994593-1017938-3374094-3374100-3502145-3696814,Annual,Homepage-Sign up-Log in-Other-Log in-Other-Log in-Homepage-Log in-Checkout
295682,1023622-1023636-1023641-1029563-3593244-3593268-3593294-3593309-3654166-3654167-3661987-3662025-3662049,Annual,Resources center-Other-Resources center-Other-Resources center-Homepage-Log in-Checkout-Log in-Pricing-Checkout-Log in-Checkout
296305,1064429-1064441-1075881-2951029-2951040-2951204,Annual,Courses-Other-Sign up-Other-Sign up-Log in-Homepage-Resources center-Other-Resources center-Other-Resources center-Other
296352,1066544-1066607-1066656-3686439,Annual,Other-Course certificate-Other-Courses-Course certificate-Pricing-Course certificate-Homepage-Courses-Sign up-Other-Log in-Coupon
296465,1073515-1073606-1124146-4522293-4640542-4642861,Monthly,Homepage-Sign up-Other-Homepage-Log in-Homepage-Log in-Checkout
296546,1067833-1077767-1316791-2596350-3319429-3394456-3394866,Monthly,Homepage-Sign up-Homepage-Course certificate-Career track certificate-Courses-Career tracks-Homepage-Sign up-Other-Log in-Checkout
296653,1085436-1085649-1097421-3080533-3729525,Annual,Pricing-Sign up-Log in-Courses-Log in-Coupon
296961,1060257-1062858-1102125-3456531-3663118-3663149-3663189-3663202,Annual,Homepage-Pricing-Checkout-Homepage-Sign up-Homepage-Pricing-Checkout-Pricing-Checkout-Pricing-Checkout-Homepage-Other-Log in-Sign up-Homepage-Log in-Checkout
296983,392823-392848-1103534-1476317-1476341-3490168-3785554-3785895-3785913-3785993,Annual,Homepage-Sign up-Homepage-Pricing-Courses-Other-Pricing-Career track certificate-Course certificate-Homepage-Sign up-Homepage-Log in-Homepage-Log in-Homepage-Course certificate-Homepage-Log in-Checkout
297835,1120810-2573355-4581389-4581434,Monthly,Other-Homepage-Pricing-Sign up-Log in-Checkout
297962,1120955-1435237-1544373-1914334-3479611-4127199-4299309-4413931,Monthly,Other-Log in-Checkout
298464,1124822-1164795-1252998-1308440-1310605-1476805-1610614-1868862-1868931-1935908-1978162-2068245-2127514-2237012-2363022-4774659,Annual,Other-Log in-Coupon
299103,1128799-3324802-3324830-3614890,Annual,Other-Courses-Career tracks-Sign up-Log in-Sign up-Log in-Coupon
299675,1149672-3381534-3727988,Annual,Log in-Coupon
300083,1134205-1292888-1726664-1925424-3603402-4838303,Annual,Other-Log in-Checkout
300455,1135817-1136563-1251912-4027484-4027543-4149458-4237780-4239769-4243929-4266566-4266576-4304992-4341309-4341320-4361750-4405005-4537034-4594839-4594883-4600911-4747093-4762067,Monthly,Homepage-Career tracks-Courses-Log in-Homepage-Courses-Homepage-Career tracks-Sign up-Homepage-Sign up-Homepage-Pricing-Checkout-Pricing-Checkout-Pricing-Homepage-Pricing-Homepage-Courses-Log in-Homepage-Pricing-Sign up-Homepage-Pricing-Courses-Log in-Homepage-Pricing-Courses-Career track certificate-Courses-Log in-Courses-Homepage-Sign up-Log in-Homepage-Resources center-Career tracks-Homepage-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Log in-Other-Checkout
301568,1142863-1143086-1143139-3614172,Annual,Log in-Other-Coupon
302683,1149558-2409524-2950012-2973384-4725401-4732527,Annual,Other-Homepage-Log in-Homepage-Log in-Homepage-Sign up-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout
302942,1151044-3023299-3471894-3616881,Annual,Log in-Resources center-Pricing-Coupon
303408,1153769-3945087-3945638,Monthly,Other-Courses-Sign up-Checkout
305004,1164996-1288598-1288738-1289848-2455339-3613141-3701483-3765145-3765357-3765402,Annual,Other-Career tracks-Courses-Career tracks-Homepage-Log in-Courses-Course certificate-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Career tracks-Log in-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Course certificate-Pricing-Checkout-Pricing-Checkout-Pricing-Checkout-Homepage-Courses-Career track certificate-Course certificate-Career track certificate-Career tracks-Courses-Homepage-Log in-Checkout
305785,1170806-3028990-3698998,Annual,Homepage-Sign up-Courses-Pricing-Coupon
305842,1171334-1202891-1206544-1235750-1355072-1411174-1419213-1443284-1448043-1600748-1649563-1892861-1972678-1974009-2378641-2385876-2680807-2870550-2986723-3339107-3431569-3432437-3442014-3442030,Monthly,Other-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Other-Log in-Checkout-Other-Log in-Checkout
306397,1174787-1177751-1281079-1372422-1545763-1774930-1775414-1868073-1868113-3203185-3697974-3697984-3698040,Annual,Other-Log in-Homepage-Log in-Sign up-Log in-Resources center-Other-Coupon-Homepage-Courses-Coupon
306406,1174825-3676933,Annual,Other-Coupon
307149,1179220-2261943-2262028-2952947-3025309-3529260-3529381,Annual,Other-Homepage-Courses-Homepage-Sign up-Homepage-Career tracks-Homepage-Sign up-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Courses-Career tracks-Pricing-Sign up-Homepage-Courses-Homepage-Sign up-Homepage-Courses-Other-Pricing-Courses-Homepage-Log in-Other-Homepage-Log in-Checkout
307235,1179877-1267531-1816379-1908468-2044868-2335229-3478124-3478125-4077306-4526587-4825708-4825928-4825951-4826030-4826042,Annual,Other-Log in-Resources center-Other-Resources center-Other-Courses-Homepage-Courses-Homepage-Courses-Homepage-Resources center-Upcoming courses-Career tracks-Checkout-Homepage-Courses-Coupon-Log in-Other-Log in
307546,1182119-1519569-3613209-3613298-3613404,Annual,Other-Log in-Coupon-Homepage-Log in-Checkout
307602,1182470-1182867-1182939-1183048-1183117-1183177-4659498-4659516-4659580-4660093,Monthly,Other-Homepage-Log in-Other-Homepage-Log in-Other-Log in-Homepage-Log in-Other-Log in-Checkout
307886,1184447-2903454-3330193-3378427-3449787,Monthly,Other-Homepage-Pricing-Homepage-Pricing-Log in-Checkout
307902,1184514-1254444-1254518-1254638-1279556-1286814-1291615-1295438-1307497-1399790-1419923-1452540-1452572-1499834-1566431-1578077-1731897-1745420-1823094-1836148-1836602-1852609-2097158-2252938-2437429-2526453-2580332-2670234-2896458-2961114-2980937-2980947-2980996-3369333-3369372-3942063-4480187-4721049-4728698-4729022-4731384-4743795-4744123,Annual,Other-Log in-Other-Log in-Checkout-Log in-Other-Log in-Sign up-Log in-Sign up-Log in-Sign up-Log in-Other-Log in-Homepage-Log in-Homepage-Log in-Sign up-Log in-Checkout
